areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
overview,United Kingdom,K02000001,2020-07-16,706,294046,13,41152
overview,United Kingdom,K02000001,2020-07-15,773,293340,20,41139
overview,United Kingdom,K02000001,2020-07-14,692,292567,21,41119
overview,United Kingdom,K02000001,2020-07-13,734,291875,24,41098
overview,United Kingdom,K02000001,2020-07-12,369,291141,13,41074
overview,United Kingdom,K02000001,2020-07-11,448,290772,21,41061
overview,United Kingdom,K02000001,2020-07-10,567,290324,21,41040
overview,United Kingdom,K02000001,2020-07-09,718,289757,37,41019
overview,United Kingdom,K02000001,2020-07-08,703,289039,24,40982
overview,United Kingdom,K02000001,2020-07-07,604,288336,27,40958
overview,United Kingdom,K02000001,2020-07-06,705,287732,35,40931
overview,United Kingdom,K02000001,2020-07-05,556,287027,27,40896
overview,United Kingdom,K02000001,2020-07-04,403,286471,33,40869
overview,United Kingdom,K02000001,2020-07-03,573,286068,29,40836
overview,United Kingdom,K02000001,2020-07-02,609,285495,43,40807
overview,United Kingdom,K02000001,2020-07-01,658,284886,27,40764
overview,United Kingdom,K02000001,2020-06-30,617,284228,47,40737
overview,United Kingdom,K02000001,2020-06-29,728,283611,39,40690
overview,United Kingdom,K02000001,2020-06-28,445,282883,45,40651
overview,United Kingdom,K02000001,2020-06-27,652,282438,49,40606
overview,United Kingdom,K02000001,2020-06-26,668,281786,41,40557
overview,United Kingdom,K02000001,2020-06-25,719,281118,68,40516
overview,United Kingdom,K02000001,2020-06-24,776,280399,74,40448
overview,United Kingdom,K02000001,2020-06-23,887,279623,64,40374
overview,United Kingdom,K02000001,2020-06-22,894,278736,64,40310
overview,United Kingdom,K02000001,2020-06-21,637,277842,54,40246
overview,United Kingdom,K02000001,2020-06-20,686,277205,60,40192
overview,United Kingdom,K02000001,2020-06-19,996,276519,52,40132
overview,United Kingdom,K02000001,2020-06-18,1026,275523,61,40080
overview,United Kingdom,K02000001,2020-06-17,1012,274497,59,40019
overview,United Kingdom,K02000001,2020-06-16,1104,273485,84,39960
overview,United Kingdom,K02000001,2020-06-15,1041,272381,70,39876
overview,United Kingdom,K02000001,2020-06-14,819,271340,86,39806
overview,United Kingdom,K02000001,2020-06-13,886,270521,62,39720
overview,United Kingdom,K02000001,2020-06-12,1059,269635,80,39658
overview,United Kingdom,K02000001,2020-06-11,1010,268576,80,39578
overview,United Kingdom,K02000001,2020-06-10,1190,267566,109,39498
overview,United Kingdom,K02000001,2020-06-09,1153,266376,90,39389
overview,United Kingdom,K02000001,2020-06-08,1096,265223,125,39299
overview,United Kingdom,K02000001,2020-06-07,722,264127,128,39174
overview,United Kingdom,K02000001,2020-06-06,807,263405,110,39046
overview,United Kingdom,K02000001,2020-06-05,1124,262598,123,38936
overview,United Kingdom,K02000001,2020-06-04,1249,261474,134,38813
overview,United Kingdom,K02000001,2020-06-03,1360,260225,155,38679
overview,United Kingdom,K02000001,2020-06-02,1486,258865,168,38524
overview,United Kingdom,K02000001,2020-06-01,1439,257379,134,38356
overview,United Kingdom,K02000001,2020-05-31,1082,255940,127,38222
overview,United Kingdom,K02000001,2020-05-30,1118,254858,163,38095
overview,United Kingdom,K02000001,2020-05-29,1527,253740,186,37932
overview,United Kingdom,K02000001,2020-05-28,1756,252213,217,37746
overview,United Kingdom,K02000001,2020-05-27,1825,250457,197,37529
overview,United Kingdom,K02000001,2020-05-26,2056,248632,214,37332
overview,United Kingdom,K02000001,2020-05-25,1615,246576,200,37118
overview,United Kingdom,K02000001,2020-05-24,1363,244961,196,36918
overview,United Kingdom,K02000001,2020-05-23,1526,243598,220,36722
overview,United Kingdom,K02000001,2020-05-22,2052,242072,223,36502
overview,United Kingdom,K02000001,2020-05-21,2565,240020,238,36279
overview,United Kingdom,K02000001,2020-05-20,2704,237455,268,36041
overview,United Kingdom,K02000001,2020-05-19,3047,234751,275,35773
overview,United Kingdom,K02000001,2020-05-18,2577,231704,293,35498
overview,United Kingdom,K02000001,2020-05-17,1834,229127,267,35205
overview,United Kingdom,K02000001,2020-05-16,2075,227293,314,34938
overview,United Kingdom,K02000001,2020-05-15,2523,225218,314,34624
overview,United Kingdom,K02000001,2020-05-14,2622,222695,334,34310
overview,United Kingdom,K02000001,2020-05-13,3307,220073,317,33976
overview,United Kingdom,K02000001,2020-05-12,3387,216766,321,33659
overview,United Kingdom,K02000001,2020-05-11,3574,213379,309,33338
overview,United Kingdom,K02000001,2020-05-10,2322,209805,348,33029
overview,United Kingdom,K02000001,2020-05-09,2162,207483,378,32681
overview,United Kingdom,K02000001,2020-05-08,3064,205321,383,32303
overview,United Kingdom,K02000001,2020-05-07,3770,202257,461,31920
overview,United Kingdom,K02000001,2020-05-06,3816,198487,459,31459
overview,United Kingdom,K02000001,2020-05-05,3669,194671,465,31000
overview,United Kingdom,K02000001,2020-05-04,3388,191002,484,30535
overview,United Kingdom,K02000001,2020-05-03,2981,187614,450,30051
overview,United Kingdom,K02000001,2020-05-02,3232,184633,494,29601
overview,United Kingdom,K02000001,2020-05-01,4732,181401,568,29107
overview,United Kingdom,K02000001,2020-04-30,4959,176669,551,28539
overview,United Kingdom,K02000001,2020-04-29,5420,171710,572,27988
overview,United Kingdom,K02000001,2020-04-28,4711,166290,560,27416
overview,United Kingdom,K02000001,2020-04-27,4703,161579,594,26856
overview,United Kingdom,K02000001,2020-04-26,3468,156876,633,26262
overview,United Kingdom,K02000001,2020-04-25,3742,153408,647,25629
overview,United Kingdom,K02000001,2020-04-24,4949,149666,683,24982
overview,United Kingdom,K02000001,2020-04-23,5143,144717,678,24299
overview,United Kingdom,K02000001,2020-04-22,5483,139574,731,23621
overview,United Kingdom,K02000001,2020-04-21,4764,134091,745,22890
overview,United Kingdom,K02000001,2020-04-20,4411,129327,783,22145
overview,United Kingdom,K02000001,2020-04-19,3853,124916,769,21362
overview,United Kingdom,K02000001,2020-04-18,4702,121063,800,20593
overview,United Kingdom,K02000001,2020-04-17,4928,116361,819,19793
overview,United Kingdom,K02000001,2020-04-16,5275,111433,844,18974
overview,United Kingdom,K02000001,2020-04-15,5038,106158,878,18130
overview,United Kingdom,K02000001,2020-04-14,4295,101120,857,17252
overview,United Kingdom,K02000001,2020-04-13,4160,96825,896,16395
overview,United Kingdom,K02000001,2020-04-12,3480,92665,958,15499
overview,United Kingdom,K02000001,2020-04-11,3558,89185,956,14541
overview,United Kingdom,K02000001,2020-04-10,4310,85627,944,13585
overview,United Kingdom,K02000001,2020-04-09,4852,81317,1001,12641
overview,United Kingdom,K02000001,2020-04-08,5110,76465,1076,11640
overview,United Kingdom,K02000001,2020-04-07,5434,71355,999,10564
overview,United Kingdom,K02000001,2020-04-06,5260,65921,895,9565
overview,United Kingdom,K02000001,2020-04-05,3583,60661,917,8670
overview,United Kingdom,K02000001,2020-04-04,3999,57078,906,7753
overview,United Kingdom,K02000001,2020-04-03,4892,53079,840,6847
overview,United Kingdom,K02000001,2020-04-02,4854,48187,806,6007
overview,United Kingdom,K02000001,2020-04-01,4935,43333,769,5201
overview,United Kingdom,K02000001,2020-03-31,4511,38398,661,4432
overview,United Kingdom,K02000001,2020-03-30,4259,33887,591,3771
overview,United Kingdom,K02000001,2020-03-29,2854,29628,506,3180
overview,United Kingdom,K02000001,2020-03-28,2816,26774,436,2674
overview,United Kingdom,K02000001,2020-03-27,3183,23958,398,2238
overview,United Kingdom,K02000001,2020-03-26,3080,20775,362,1840
overview,United Kingdom,K02000001,2020-03-25,2690,17695,303,1478
overview,United Kingdom,K02000001,2020-03-24,2371,15005,237,1175
overview,United Kingdom,K02000001,2020-03-23,2324,12634,186,938
overview,United Kingdom,K02000001,2020-03-22,1373,10310,164,752
overview,United Kingdom,K02000001,2020-03-21,1192,8937,130,588
overview,United Kingdom,K02000001,2020-03-20,1258,7745,109,458
overview,United Kingdom,K02000001,2020-03-19,1049,6487,74,349
overview,United Kingdom,K02000001,2020-03-18,991,5438,68,275
overview,United Kingdom,K02000001,2020-03-17,788,4447,52,207
overview,United Kingdom,K02000001,2020-03-16,602,3659,47,155
overview,United Kingdom,K02000001,2020-03-15,441,3057,32,108
overview,United Kingdom,K02000001,2020-03-14,362,2616,22,76
overview,United Kingdom,K02000001,2020-03-13,481,2254,16,54
overview,United Kingdom,K02000001,2020-03-12,482,1773,13,38
overview,United Kingdom,K02000001,2020-03-11,401,1291,8,25
overview,United Kingdom,K02000001,2020-03-10,266,890,3,17
overview,United Kingdom,K02000001,2020-03-09,147,624,5,14
overview,United Kingdom,K02000001,2020-03-08,57,477,3,9
overview,United Kingdom,K02000001,2020-03-07,68,420,0,6
overview,United Kingdom,K02000001,2020-03-06,81,352,0,6
overview,United Kingdom,K02000001,2020-03-05,50,271,3,6
overview,United Kingdom,K02000001,2020-03-04,56,221,0,3
overview,United Kingdom,K02000001,2020-03-03,57,165,2,3
overview,United Kingdom,K02000001,2020-03-02,39,108,1,1
overview,United Kingdom,K02000001,2020-03-01,22,69,,
overview,United Kingdom,K02000001,2020-02-29,5,47,,
overview,United Kingdom,K02000001,2020-02-28,12,42,,
overview,United Kingdom,K02000001,2020-02-27,8,30,,
overview,United Kingdom,K02000001,2020-02-26,4,22,,
overview,United Kingdom,K02000001,2020-02-25,5,18,,
overview,United Kingdom,K02000001,2020-02-24,2,13,,
overview,United Kingdom,K02000001,2020-02-23,1,11,,
overview,United Kingdom,K02000001,2020-02-22,0,10,,
overview,United Kingdom,K02000001,2020-02-21,1,10,,
overview,United Kingdom,K02000001,2020-02-20,0,9,,
overview,United Kingdom,K02000001,2020-02-19,0,9,,
overview,United Kingdom,K02000001,2020-02-18,0,9,,
overview,United Kingdom,K02000001,2020-02-17,0,9,,
overview,United Kingdom,K02000001,2020-02-16,0,9,,
overview,United Kingdom,K02000001,2020-02-15,0,9,,
overview,United Kingdom,K02000001,2020-02-14,0,9,,
overview,United Kingdom,K02000001,2020-02-13,0,9,,
overview,United Kingdom,K02000001,2020-02-12,0,9,,
overview,United Kingdom,K02000001,2020-02-11,1,9,,
overview,United Kingdom,K02000001,2020-02-10,0,8,,
overview,United Kingdom,K02000001,2020-02-09,1,8,,
overview,United Kingdom,K02000001,2020-02-08,4,7,,
overview,United Kingdom,K02000001,2020-02-07,0,3,,
overview,United Kingdom,K02000001,2020-02-06,0,3,,
overview,United Kingdom,K02000001,2020-02-05,1,3,,
overview,United Kingdom,K02000001,2020-02-04,0,2,,
overview,United Kingdom,K02000001,2020-02-03,0,2,,
overview,United Kingdom,K02000001,2020-02-02,0,2,,
overview,United Kingdom,K02000001,2020-02-01,0,2,,
overview,United Kingdom,K02000001,2020-01-31,0,2,,
overview,United Kingdom,K02000001,2020-01-30,2,2,,
